episode,step,ego_speed,ttc_left,ttc_center,ttc_right,action,reward,done,truncated,crashed,trip_time
5,10,20.0,8.0,10.0,4.0,3.0,0.6911466659699458,False,False,False,10.0
5,11,24.0,1.0,10.0,2.0,4.0,0.7083253602338483,False,False,False,11.0
5,12,21.0,8.0,10.0,1.0,4.0,0.645353430691621,False,False,False,12.0
5,13,20.0,10.0,10.0,10.0,1.0,0.6217371214377406,False,False,False,13.0
5,14,20.0,10.0,10.0,1.0,4.0,0.6115478819726908,False,False,False,14.0
5,15,20.0,10.0,10.0,1.0,4.0,0.6080929823372397,False,False,False,15.0
5,16,20.0,10.0,10.0,1.0,4.0,0.6078378490235994,False,False,False,16.0
5,17,20.0,10.0,10.0,1.0,,0.6088537924630361,True,False,False,17.0
6,0,30.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
6,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
6,2,21.0,10.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
6,3,20.0,10.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
6,4,20.0,10.0,10.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
6,5,20.0,10.0,10.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
6,6,20.0,10.0,10.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
6,7,20.0,10.0,10.0,1.0,4.0,0.8888905088922543,False,False,False,7.0
6,8,20.0,9.0,9.0,1.0,4.0,0.888889165728404,False,False,False,8.0
6,9,20.0,6.0,6.0,1.0,4.0,0.888888936197505,False,False,False,9.0
6,10,20.0,10.0,6.0,10.0,3.0,0.8888888969733748,False,False,False,10.0
6,11,24.0,10.0,3.0,10.0,3.0,0.9349506550134247,False,False,False,11.0
6,12,29.0,5.0,1.0,5.0,4.0,0.9888838322716574,False,False,False,12.0
6,13,26.0,8.0,1.0,1.0,,0.39648305742254764,True,False,True,13.0
7,0,30.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
7,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
7,2,21.0,9.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
7,3,20.0,10.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
7,4,20.0,10.0,8.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
7,5,20.0,10.0,7.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
7,6,20.0,10.0,6.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
7,7,20.0,10.0,7.0,1.0,4.0,0.7667422152816781,False,False,False,7.0
7,8,20.0,10.0,10.0,1.0,4.0,0.744020770130719,False,False,False,8.0
7,9,20.0,6.0,6.0,1.0,4.0,0.719281089788393,False,False,False,9.0
7,10,20.0,10.0,10.0,4.0,1.0,0.6911466659699458,False,False,False,10.0
7,11,20.0,10.0,10.0,2.0,4.0,0.6622635954908561,False,False,False,11.0
7,12,20.0,10.0,10.0,1.0,4.0,0.6374820170309263,False,False,False,12.0
7,13,20.0,10.0,10.0,1.0,4.0,0.6203919894532526,False,False,False,13.0
7,14,20.0,10.0,10.0,1.0,4.0,0.6113180147425225,False,False,False,14.0
7,15,20.0,10.0,10.0,1.0,4.0,0.608053700732078,False,False,False,15.0
7,16,20.0,10.0,10.0,1.0,4.0,0.6078311362594401,False,False,False,16.0
7,17,20.0,10.0,10.0,1.0,,0.6088526453306194,True,False,False,17.0
8,0,30.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
8,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
8,2,21.0,10.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
8,3,20.0,10.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
8,4,20.0,10.0,10.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
8,5,20.0,10.0,10.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
8,6,20.0,10.0,10.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
8,7,20.0,10.0,10.0,1.0,4.0,0.7667422152816781,False,False,False,7.0
8,8,20.0,10.0,10.0,1.0,4.0,0.744020770130719,False,False,False,8.0
8,9,20.0,7.0,7.0,1.0,4.0,0.719281089788393,False,False,False,9.0
8,10,20.0,10.0,10.0,4.0,1.0,0.6911466659699458,False,False,False,10.0
8,11,20.0,10.0,10.0,2.0,4.0,0.6622635954908561,False,False,False,11.0
8,12,20.0,10.0,10.0,1.0,4.0,0.6374820170309263,False,False,False,12.0
8,13,20.0,10.0,10.0,1.0,4.0,0.6203919894532526,False,False,False,13.0
8,14,20.0,10.0,10.0,1.0,4.0,0.6113180147425225,False,False,False,14.0
8,15,20.0,10.0,10.0,1.0,4.0,0.608053700732078,False,False,False,15.0
8,16,20.0,10.0,10.0,1.0,4.0,0.6078311362594401,False,False,False,16.0
8,17,20.0,10.0,10.0,1.0,,0.6088526453306194,True,False,False,17.0
9,0,30.0,10.0,8.0,1.0,4.0,0.0,False,False,False,0.0
9,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
9,2,21.0,7.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
9,3,20.0,10.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
9,4,20.0,10.0,10.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
9,5,20.0,10.0,10.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
9,6,20.0,10.0,10.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
9,7,20.0,10.0,10.0,1.0,4.0,0.8888905088922543,False,False,False,7.0
9,8,20.0,8.0,8.0,1.0,4.0,0.888889165728404,False,False,False,8.0
9,9,20.0,6.0,6.0,1.0,4.0,0.888888936197505,False,False,False,9.0
9,10,20.0,10.0,5.0,10.0,1.0,0.8888888969733748,False,False,False,10.0
9,11,20.0,10.0,5.0,10.0,1.0,0.8888888902704324,False,False,False,11.0
9,12,20.0,10.0,7.0,10.0,3.0,0.8888888891249783,False,False,False,12.0
9,13,24.0,2.0,2.0,2.0,4.0,0.9349506536722261,False,False,False,13.0
9,14,21.0,10.0,3.0,1.0,4.0,0.8967603025564779,False,False,False,14.0
9,15,20.0,10.0,2.0,1.0,4.0,0.8902340208745552,False,False,False,15.0
9,16,20.0,10.0,2.0,1.0,4.0,0.8891187561192585,False,False,False,16.0
9,17,20.0,10.0,1.0,1.0,,0.8889281704940852,True,False,False,17.0
10,0,30.0,9.0,10.0,1.0,4.0,0.0,False,False,False,0.0
10,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
10,2,21.0,6.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
10,3,20.0,10.0,7.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
10,4,20.0,10.0,6.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
10,5,20.0,10.0,5.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
10,6,20.0,10.0,4.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
10,7,20.0,10.0,4.0,1.0,4.0,0.7667422152816781,False,False,False,7.0
10,8,20.0,10.0,5.0,1.0,4.0,0.744020770130719,False,False,False,8.0
10,9,20.0,5.0,5.0,1.0,4.0,0.719281089788393,False,False,False,9.0
10,10,20.0,4.0,10.0,4.0,3.0,0.6911466659699458,False,False,False,10.0
10,11,24.0,1.0,10.0,2.0,4.0,0.7083253602338483,False,False,False,11.0
10,12,21.0,8.0,10.0,1.0,4.0,0.645353430691621,False,False,False,12.0
10,13,20.0,10.0,10.0,10.0,1.0,0.6217371214377406,False,False,False,13.0
10,14,20.0,10.0,10.0,1.0,4.0,0.6115478819726908,False,False,False,14.0
10,15,20.0,10.0,10.0,1.0,4.0,0.6080929823372397,False,False,False,15.0
10,16,20.0,10.0,10.0,1.0,4.0,0.6078378490235994,False,False,False,16.0
10,17,20.0,10.0,10.0,1.0,,0.6088537924630361,True,False,False,17.0
11,0,30.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
11,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
11,2,21.0,10.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
11,3,20.0,8.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
11,4,20.0,6.0,10.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
11,5,20.0,6.0,10.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
11,6,20.0,5.0,10.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
11,7,20.0,5.0,10.0,1.0,4.0,0.8888905088922543,False,False,False,7.0
11,8,20.0,6.0,10.0,1.0,4.0,0.888889165728404,False,False,False,8.0
11,9,20.0,6.0,6.0,1.0,4.0,0.888888936197505,False,False,False,9.0
11,10,20.0,4.0,10.0,10.0,3.0,0.8888888969733748,False,False,False,10.0
11,11,24.0,1.0,10.0,10.0,4.0,0.9349506550134247,False,False,False,11.0
11,12,21.0,4.0,10.0,10.0,3.0,0.896760302785673,False,False,False,12.0
11,13,24.0,1.0,10.0,10.0,4.0,0.9362957856567142,False,False,False,13.0
11,14,21.0,2.0,10.0,1.0,4.0,0.8969901697866461,False,False,False,14.0
11,15,20.0,10.0,10.0,1.0,4.0,0.8902733024797171,False,False,False,15.0
11,16,20.0,10.0,10.0,1.0,,0.8891254688834178,True,False,False,16.0
12,0,30.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
12,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
12,2,21.0,10.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
12,3,20.0,10.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
12,4,20.0,10.0,10.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
12,5,20.0,10.0,10.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
12,6,20.0,10.0,10.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
12,7,20.0,10.0,10.0,1.0,4.0,0.7667422152816781,False,False,False,7.0
12,8,20.0,10.0,10.0,1.0,4.0,0.744020770130719,False,False,False,8.0
12,9,20.0,7.0,7.0,1.0,4.0,0.719281089788393,False,False,False,9.0
12,10,20.0,10.0,10.0,4.0,1.0,0.6911466659699458,False,False,False,10.0
12,11,20.0,10.0,10.0,2.0,4.0,0.6622635954908561,False,False,False,11.0
12,12,20.0,10.0,10.0,1.0,4.0,0.6374820170309263,False,False,False,12.0
12,13,20.0,10.0,10.0,1.0,4.0,0.6203919894532526,False,False,False,13.0
12,14,20.0,10.0,10.0,1.0,4.0,0.6113180147425225,False,False,False,14.0
12,15,20.0,10.0,10.0,1.0,4.0,0.608053700732078,False,False,False,15.0
12,16,20.0,10.0,10.0,1.0,4.0,0.6078311362594401,False,False,False,16.0
12,17,20.0,10.0,10.0,1.0,,0.6088526453306194,True,False,False,17.0
13,0,30.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
13,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
13,2,21.0,10.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
13,3,20.0,10.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
13,4,20.0,10.0,10.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
13,5,20.0,10.0,10.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
13,6,20.0,10.0,10.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
13,7,20.0,10.0,10.0,1.0,4.0,0.7667422152816781,False,False,False,7.0
13,8,20.0,10.0,10.0,1.0,4.0,0.744020770130719,False,False,False,8.0
13,9,20.0,7.0,7.0,1.0,4.0,0.719281089788393,False,False,False,9.0
13,10,20.0,10.0,10.0,4.0,1.0,0.6911466659699458,False,False,False,10.0
13,11,20.0,10.0,10.0,2.0,4.0,0.6622635954908561,False,False,False,11.0
13,12,20.0,10.0,10.0,1.0,4.0,0.6374820170309263,False,False,False,12.0
13,13,20.0,10.0,10.0,1.0,4.0,0.6203919894532526,False,False,False,13.0
13,14,20.0,10.0,10.0,1.0,4.0,0.6113180147425225,False,False,False,14.0
13,15,20.0,10.0,10.0,1.0,4.0,0.608053700732078,False,False,False,15.0
13,16,20.0,10.0,10.0,1.0,4.0,0.6078311362594401,False,False,False,16.0
13,17,20.0,10.0,10.0,1.0,,0.6088526453306194,True,False,False,17.0
14,0,30.0,9.0,10.0,1.0,4.0,0.0,False,False,False,0.0
14,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
14,2,21.0,8.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
14,3,20.0,10.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
14,4,20.0,10.0,10.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
14,5,20.0,10.0,10.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
14,6,20.0,10.0,10.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
14,7,20.0,10.0,10.0,1.0,4.0,0.8888905088922543,False,False,False,7.0
14,8,20.0,8.0,8.0,1.0,4.0,0.888889165728404,False,False,False,8.0
14,9,20.0,6.0,6.0,1.0,4.0,0.888888936197505,False,False,False,9.0
14,10,20.0,10.0,5.0,10.0,1.0,0.8888888969733748,False,False,False,10.0
14,11,20.0,10.0,5.0,10.0,1.0,0.8888888902704324,False,False,False,11.0
14,12,20.0,10.0,7.0,10.0,3.0,0.8888888891249783,False,False,False,12.0
14,13,24.0,2.0,2.0,2.0,4.0,0.9349506536722261,False,False,False,13.0
14,14,21.0,10.0,3.0,1.0,4.0,0.8967603025564779,False,False,False,14.0
14,15,20.0,10.0,2.0,1.0,4.0,0.8902340208745552,False,False,False,15.0
14,16,20.0,10.0,1.0,1.0,4.0,0.8891187561192585,False,False,False,16.0
14,17,20.0,10.0,1.0,1.0,,0.8889281704940852,True,False,False,17.0
15,0,30.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
15,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
15,2,21.0,10.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
15,3,20.0,10.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
15,4,20.0,10.0,10.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
15,5,20.0,10.0,10.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
15,6,20.0,10.0,10.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
15,7,20.0,10.0,10.0,1.0,4.0,0.7667422152816781,False,False,False,7.0
15,8,20.0,10.0,10.0,1.0,4.0,0.744020770130719,False,False,False,8.0
15,9,20.0,7.0,7.0,1.0,4.0,0.719281089788393,False,False,False,9.0
15,10,20.0,10.0,10.0,4.0,1.0,0.6911466659699458,False,False,False,10.0
15,11,20.0,10.0,10.0,2.0,4.0,0.6622635954908561,False,False,False,11.0
15,12,20.0,10.0,10.0,1.0,4.0,0.6374820170309263,False,False,False,12.0
15,13,20.0,10.0,10.0,1.0,4.0,0.6203919894532526,False,False,False,13.0
15,14,20.0,10.0,10.0,1.0,4.0,0.6113180147425225,False,False,False,14.0
15,15,20.0,10.0,10.0,1.0,4.0,0.608053700732078,False,False,False,15.0
15,16,20.0,10.0,10.0,1.0,4.0,0.6078311362594401,False,False,False,16.0
15,17,20.0,10.0,10.0,1.0,,0.6088526453306194,True,False,False,17.0
16,0,30.0,8.0,10.0,1.0,4.0,0.0,False,False,False,0.0
16,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
16,2,21.0,5.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
16,3,20.0,9.0,7.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
16,4,20.0,10.0,6.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
16,5,20.0,10.0,5.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
16,6,20.0,10.0,4.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
16,7,20.0,10.0,4.0,1.0,4.0,0.7667422152816781,False,False,False,7.0
16,8,20.0,10.0,5.0,1.0,4.0,0.744020770130719,False,False,False,8.0
16,9,20.0,4.0,4.0,1.0,4.0,0.719281089788393,False,False,False,9.0
16,10,20.0,5.0,10.0,4.0,3.0,0.6911466659699458,False,False,False,10.0
16,11,24.0,1.0,10.0,2.0,4.0,0.7083253602338483,False,False,False,11.0
16,12,21.0,10.0,10.0,1.0,4.0,0.645353430691621,False,False,False,12.0
16,13,20.0,10.0,10.0,10.0,1.0,0.6217371214377406,False,False,False,13.0
16,14,20.0,10.0,10.0,1.0,4.0,0.6115478819726908,False,False,False,14.0
16,15,20.0,10.0,10.0,1.0,4.0,0.6080929823372397,False,False,False,15.0
16,16,20.0,10.0,10.0,1.0,4.0,0.6078378490235994,False,False,False,16.0
16,17,20.0,10.0,10.0,1.0,,0.6088537924630361,True,False,False,17.0
17,0,30.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
17,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
17,2,21.0,8.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
17,3,20.0,10.0,7.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
17,4,20.0,10.0,5.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
17,5,20.0,10.0,5.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
17,6,20.0,10.0,4.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
17,7,20.0,10.0,4.0,1.0,4.0,0.7667422152816781,False,False,False,7.0
17,8,20.0,10.0,4.0,1.0,4.0,0.744020770130719,False,False,False,8.0
17,9,20.0,4.0,4.0,1.0,4.0,0.719281089788393,False,False,False,9.0
17,10,20.0,3.0,10.0,4.0,3.0,0.6911466659699458,False,False,False,10.0
17,11,24.0,1.0,10.0,2.0,4.0,0.7083253602338483,False,False,False,11.0
17,12,21.0,5.0,10.0,1.0,4.0,0.645353430691621,False,False,False,12.0
17,13,20.0,6.0,10.0,10.0,3.0,0.6217371214377406,False,False,False,13.0
17,14,24.0,1.0,10.0,1.0,4.0,0.6576096467156831,False,False,False,14.0
17,15,21.0,10.0,10.0,1.0,4.0,0.6159643959979344,False,False,False,15.0
17,16,20.0,10.0,10.0,1.0,,0.6091829810080875,True,False,False,16.0
18,0,30.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
18,1,26.0,10.0,10.0,1.0,4.0,0.9539382352570078,False,False,False,1.0
18,2,21.0,10.0,10.0,1.0,4.0,0.9000050568533211,False,False,False,2.0
18,3,20.0,10.0,10.0,1.0,4.0,0.8907885112081384,False,False,False,3.0
18,4,20.0,10.0,10.0,1.0,4.0,0.8892135119934819,False,False,False,4.0
18,5,20.0,10.0,10.0,1.0,4.0,0.8889443631581516,False,False,False,5.0
18,6,20.0,10.0,10.0,1.0,4.0,0.8888983687888303,False,False,False,6.0
18,7,20.0,10.0,10.0,1.0,4.0,0.7667422152816781,False,False,False,7.0
18,8,20.0,10.0,10.0,1.0,4.0,0.744020770130719,False,False,False,8.0
18,9,20.0,7.0,7.0,1.0,4.0,0.719281089788393,False,False,False,9.0
18,10,20.0,10.0,10.0,4.0,1.0,0.6911466659699458,False,False,False,10.0
18,11,20.0,10.0,10.0,2.0,4.0,0.6622635954908561,False,False,False,11.0
18,12,20.0,10.0,10.0,1.0,4.0,0.6374820170309263,False,False,False,12.0
18,13,20.0,10.0,10.0,1.0,4.0,0.6203919894532526,False,False,False,13.0
18,14,20.0,10.0,10.0,1.0,4.0,0.6113180147425225,False,False,False,14.0
18,15,20.0,10.0,10.0,1.0,4.0,0.608053700732078,False,False,False,15.0
